PlateVoltage,0V,-0.5V,-1.0V,-1.5V,-2.0V,-2.5V,-3.0V,-3.5V,-4.0V,-5.0V
448.135,0.0170859,0.0136778,0.0107042,0.0082576,0.0062463,0.0047516,0.0033391,0.0020594,0.0012376,0.0002276
448.818,0.0170858,0.0136775,0.0107036,0.0082579,0.0062453,0.0047525,0.0033394,0.0020597,0.0012406,0.0002279
449.502,0.0170857,0.0136772,0.0107031,0.0082582,0.0062443,0.0047534,0.0033397,0.00206,0.0012436,0.0002282
450.185,0.0170856,0.013677,0.0107025,0.0082585,0.0062433,0.0047543,0.0033401,0.0020603,0.0012466,0.0002285
450.868,0.0170855,0.0136767,0.0107019,0.0082588,0.0062424,0.0047552,0.0033404,0.0020606,0.0012496,0.0002288
451.551,0.0170854,0.0136764,0.0107014,0.0082591,0.0062414,0.0047561,0.0033407,0.0020609,0.0012526,0.0002291
452.234,0.0170853,0.0136762,0.0107008,0.0082594,0.0062404,0.004757,0.003341,0.0020612,0.0012556,0.0002294
452.917,0.0170852,0.0136759,0.0107002,0.0082597,0.0062394,0.0047578,0.0033413,0.0020615,0.0012586,0.0002297
453.6,0.0170851,0.0136756,0.0106997,0.00826,0.0062384,0.0047587,0.0033416,0.0020619,0.0012616,0.00023
454.283,0.0170849,0.0136754,0.0106991,0.0082603,0.0062375,0.0047596,0.0033419,0.0020622,0.0012646,0.0002303
454.967,0.0170848,0.0136751,0.0106986,0.0082606,0.0062365,0.0047605,0.0033422,0.0020625,0.0012676,0.0002306
455.65,0.0170847,0.0136748,0.010698,0.0082609,0.0062355,0.0047614,0.0033425,0.0020628,0.0012706,0.0002309
456.333,0.0170846,0.0136745,0.0106974,0.0082613,0.0062345,0.0047623,0.0033428,0.0020631,0.0012736,0.0002313
457.016,0.0170845,0.0136743,0.0106969,0.0082616,0.0062335,0.0047632,0.0033431,0.0020634,0.0012766,0.0002316
457.699,0.0170844,0.013674,0.0106963,0.0082619,0.0062326,0.004764,0.0033435,0.0020637,0.0012795,0.0002319
458.382,0.0170843,0.0136737,0.0106957,0.0082622,0.0062316,0.0047649,0.0033438,0.002064,0.0012825,0.0002322
459.065,0.0170842,0.0136735,0.0106952,0.0082625,0.0062306,0.0047658,0.0033441,0.0020643,0.0012855,0.0002325
459.748,0.0170841,0.0136732,0.0106946,0.0082628,0.0062296,0.0047667,0.0033444,0.0020646,0.0012859,0.0002328
460.431,0.0170839,0.0136729,0.010694,0.0082631,0.0062286,0.0047676,0.0033447,0.0020649,0.0012852,0.000234
461.115,0.0170838,0.0136727,0.0106935,0.0082634,0.0062276,0.0047685,0.003345,0.0020652,0.0012844,0.0002352
461.798,0.0170837,0.0136724,0.0106929,0.0082637,0.0062267,0.0047694,0.0033453,0.0020656,0.0012837,0.0002365
462.481,0.0170836,0.0136721,0.0106923,0.008264,0.0062257,0.0047702,0.0033456,0.0020659,0.0012829,0.0002377
463.164,0.0170835,0.0136719,0.0106918,0.0082643,0.0062247,0.0047711,0.0033459,0.0020662,0.0012822,0.0002389
463.847,0.0170834,0.0136716,0.0106912,0.0082646,0.0062237,0.004772,0.0033462,0.0020665,0.0012815,0.0002401
464.53,0.0170833,0.0136713,0.0106906,0.008265,0.0062227,0.0047729,0.0033465,0.0020668,0.0012807,0.0002414
465.213,0.0170832,0.013671,0.0106901,0.0082653,0.0062218,0.0047738,0.0033468,0.0020671,0.00128,0.0002426
465.896,0.017083,0.0136708,0.0106895,0.0082656,0.0062208,0.0047747,0.0033472,0.0020674,0.0012792,0.0002438
466.58,0.0170829,0.0136705,0.0106889,0.0082659,0.0062198,0.0047756,0.0033475,0.0020677,0.0012785,0.000245
467.263,0.0170828,0.0136702,0.0106884,0.0082662,0.0062188,0.0047764,0.0033478,0.002068,0.0012777,0.0002463
467.946,0.0170827,0.01367,0.0106878,0.0082665,0.0062178,0.0047773,0.0033481,0.0020683,0.001277,0.0002475
468.629,0.0170826,0.0136697,0.0106872,0.0082668,0.0062169,0.0047782,0.0033484,0.0020686,0.0012762,0.0002487
469.312,0.0170825,0.0136694,0.0106867,0.0082671,0.0062159,0.0047791,0.0033487,0.0020689,0.0012755,0.00025
469.995,0.0170824,0.0136692,0.0106861,0.0082674,0.0062149,0.00478,0.003349,0.0020693,0.0012748,0.0002512
470.678,0.0170823,0.0136689,0.0106856,0.0082677,0.0062139,0.0047809,0.0033493,0.0020696,0.001274,0.0002524
471.361,0.0170822,0.0136686,0.010685,0.008268,0.0062129,0.0047818,0.0033496,0.0020699,0.0012733,0.0002536
472.045,0.017082,0.0136684,0.0106844,0.0082683,0.006212,0.0047827,0.0033499,0.0020702,0.0012725,0.0002549
472.728,0.0170819,0.0136681,0.0106839,0.0082687,0.006211,0.0047835,0.0033502,0.0020705,0.0012718,0.0002561
473.411,0.0170818,0.0136678,0.0106833,0.008269,0.00621,0.0047844,0.0033505,0.0020708,0.001271,0.0002573
474.094,0.0170817,0.0136675,0.0106827,0.0082693,0.006209,0.0047853,0.0033509,0.0020711,0.0012703,0.0002585
474.777,0.0170816,0.0136673,0.0106822,0.0082696,0.006208,0.0047862,0.0033512,0.0020714,0.0012695,0.0002598
475.46,0.0170815,0.013667,0.0106816,0.0082699,0.006207,0.0047871,0.0033515,0.0020717,0.0012688,0.000261
476.143,0.0170814,0.0136667,0.010681,0.0082702,0.0062061,0.004788,0.0033518,0.002072,0.0012681,0.0002622
476.826,0.0170813,0.0136665,0.0106805,0.0082705,0.0062051,0.0047889,0.0033521,0.0020723,0.0012673,0.0002634
477.509,0.0170812,0.0136662,0.0106799,0.0082708,0.0062041,0.0047897,0.0033524,0.0020727,0.0012666,0.0002647
478.193,0.017081,0.0136659,0.0106793,0.0082711,0.0062031,0.0047906,0.0033527,0.002073,0.0012658,0.0002659
478.876,0.0170809,0.0136657,0.0106788,0.0082714,0.0062021,0.0047915,0.003353,0.0020733,0.0012651,0.0002671
479.559,0.0170808,0.0136654,0.0106782,0.0082717,0.0062012,0.0047924,0.0033533,0.0020736,0.0012643,0.0002683
480.242,0.0170807,0.0136651,0.0106776,0.008272,0.0062002,0.0047933,0.0033536,0.0020739,0.0012636,0.0002696
480.925,0.0170806,0.0136649,0.0106771,0.0082724,0.0061992,0.0047942,0.0033539,0.0020742,0.0012628,0.0002708
481.608,0.0170805,0.0136646,0.0106765,0.0082727,0.0061982,0.0047951,0.0033542,0.0020745,0.0012621,0.000272
482.291,0.0170804,0.0136643,0.0106759,0.008273,0.0061972,0.0047959,0.0033546,0.0020748,0.0012614,0.0002733
482.974,0.0170803,0.013664,0.0106754,0.0082733,0.0061963,0.0047968,0.0033549,0.0020751,0.0012606,0.0002745
483.658,0.0170802,0.0136638,0.0106748,0.0082736,0.0061953,0.0047977,0.0033552,0.0020754,0.0012599,0.0002757
484.341,0.01708,0.0136635,0.0106742,0.0082739,0.0061943,0.0047986,0.0033555,0.0020757,0.0012591,0.0002769
485.024,0.0170799,0.0136632,0.0106737,0.0082742,0.0061933,0.0047995,0.0033558,0.002076,0.0012584,0.0002782
485.707,0.0170798,0.013663,0.0106731,0.0082745,0.0061923,0.0048004,0.0033561,0.0020764,0.0012576,0.0002794
486.39,0.0170797,0.0136627,0.0106726,0.0082748,0.0061914,0.0048013,0.0033564,0.0020767,0.0012569,0.0002806
487.073,0.0170796,0.0136624,0.010672,0.0082751,0.0061904,0.0048021,0.0033567,0.002077,0.0012561,0.0002818
487.756,0.0170795,0.0136622,0.0106714,0.0082754,0.0061894,0.004803,0.003357,0.0020773,0.0012554,0.0002831
488.439,0.0170794,0.0136619,0.0106709,0.0082757,0.0061884,0.0048039,0.0033573,0.0020776,0.0012547,0.0002843
489.123,0.0170793,0.0136616,0.0106703,0.0082761,0.0061874,0.0048048,0.0033576,0.0020779,0.0012539,0.0002855
489.806,0.0170792,0.0136614,0.0106697,0.0082764,0.0061865,0.0048057,0.0033579,0.0020782,0.0012532,0.0002867
490.489,0.017079,0.0136611,0.0106692,0.0082767,0.0061855,0.0048066,0.0033583,0.0020785,0.0012524,0.000288
491.172,0.0170789,0.0136608,0.0106686,0.008277,0.0061845,0.0048075,0.0033586,0.0020788,0.0012517,0.0002892
491.855,0.0170788,0.0136605,0.010668,0.0082773,0.0061835,0.0048084,0.0033589,0.0020791,0.0012509,0.0002904
492.538,0.0170787,0.0136603,0.0106675,0.0082776,0.0061825,0.0048092,0.0033592,0.0020794,0.0012502,0.0002917
493.221,0.0170786,0.01366,0.0106669,0.0082779,0.0061815,0.0048101,0.0033595,0.0020797,0.0012495,0.0002929
493.904,0.0170785,0.0136597,0.0106663,0.0082782,0.0061806,0.004811,0.0033598,0.0020801,0.0012487,0.0002941
494.588,0.0170784,0.0136595,0.0106658,0.0082785,0.0061796,0.0048119,0.0033601,0.0020804,0.001248,0.0002953
495.271,0.0170783,0.0136592,0.0106652,0.0082788,0.0061786,0.0048128,0.0033604,0.0020807,0.0012472,0.0002966
495.954,0.0170781,0.0136589,0.0106646,0.0082791,0.0061776,0.0048137,0.0033607,0.002081,0.0012465,0.0002978
496.637,0.017078,0.0136587,0.0106641,0.0082795,0.0061766,0.0048146,0.003361,0.0020813,0.0012457,0.000299
