PlateVoltage,0V,-1V,-2V,-3V,-4V,-5V,-6V,-7V,-8V,-9V,-10V,-11V,-12V
287.013,0.0540936,0.043077,0.0344273,0.0257429,0.0184535,0.0126918,0.0079506,0.0044525,0.0021624,0.0007925,7.42e-05,2.06e-05,3.61e-05
287.627,0.0542365,0.0432128,0.0345681,0.0258645,0.0185639,0.0127816,0.0080298,0.0045039,0.0022027,0.0008132,8.3e-05,2.04e-05,3.64e-05
288.24,0.0543794,0.0433487,0.0347088,0.0259862,0.0186749,0.0128713,0.0081091,0.0045565,0.0022429,0.0008339,9.17e-05,2.01e-05,3.68e-05
288.853,0.0545222,0.0434845,0.0348496,0.0261078,0.0187859,0.0129611,0.0081883,0.0046167,0.0022832,0.0008545,0.0001005,1.98e-05,3.71e-05
289.466,0.0546651,0.0436203,0.0349903,0.0262295,0.0188969,0.0130509,0.0082675,0.004677,0.0023234,0.0008752,0.0001092,1.96e-05,3.74e-05
290.079,0.054808,0.0437562,0.0351311,0.0263512,0.0190079,0.0131407,0.0083467,0.0047372,0.0023636,0.0008959,0.000118,1.93e-05,3.78e-05
290.692,0.0549508,0.043892,0.0352718,0.0264728,0.0191189,0.0132305,0.008426,0.0047974,0.0024039,0.0009165,0.0001267,1.91e-05,3.81e-05
291.305,0.0550937,0.0440279,0.0354126,0.0265945,0.0192299,0.0133237,0.0085052,0.0048577,0.0024441,0.0009372,0.0001355,1.88e-05,3.84e-05
291.918,0.0552366,0.0441637,0.0355534,0.0267161,0.0193409,0.0134289,0.0085844,0.0049179,0.0024844,0.0009578,0.0001442,1.86e-05,3.87e-05
292.531,0.0553795,0.0442996,0.0356941,0.0268378,0.0194519,0.013534,0.0086636,0.0049781,0.0025246,0.0009785,0.000153,1.83e-05,3.91e-05
293.144,0.0555223,0.0444354,0.0358349,0.0269595,0.0195629,0.0136392,0.0087429,0.0050383,0.0025649,0.0009992,0.0001617,1.81e-05,3.94e-05
293.757,0.0556652,0.0445713,0.0359756,0.0270811,0.0196739,0.0137444,0.0088221,0.0050986,0.0026051,0.0010222,0.0001705,1.78e-05,3.97e-05
294.371,0.0558081,0.0447071,0.0361164,0.0272028,0.0197849,0.0138496,0.0089013,0.0051588,0.0026453,0.0010456,0.0001792,1.76e-05,4.01e-05
294.984,0.055951,0.0448429,0.0362571,0.0273244,0.0198959,0.0139548,0.0089805,0.005219,0.0026856,0.001069,0.000188,1.73e-05,4.04e-05
295.597,0.0560938,0.0449788,0.0363979,0.0274461,0.0200069,0.01406,0.0090598,0.0052793,0.0027258,0.0010924,0.0001968,1.71e-05,4.07e-05
296.21,0.0562367,0.0451146,0.0365386,0.0275678,0.0201179,0.0141652,0.009143,0.0053395,0.0027661,0.0011158,0.0002055,1.68e-05,4.11e-05
296.823,0.0563796,0.0452505,0.0366794,0.0276894,0.0202289,0.0142704,0.0092277,0.0053997,0.0028063,0.0011392,0.0002143,1.65e-05,4.14e-05
297.436,0.0565225,0.0453863,0.0368201,0.0278111,0.0203399,0.0143756,0.0093124,0.00546,0.0028465,0.0011626,0.000223,1.63e-05,4.17e-05
298.049,0.0566653,0.0455222,0.0369609,0.0279378,0.0204509,0.0144808,0.009397,0.0055202,0.0028868,0.001186,0.0002318,1.6e-05,4.2e-05
298.662,0.0568082,0.045658,0.0371017,0.0280662,0.0205619,0.014586,0.0094817,0.0055804,0.002927,0.0012094,0.0002405,1.58e-05,4.24e-05
299.275,0.0569511,0.0457939,0.0372424,0.0281947,0.0206729,0.0146912,0.0095664,0.0056407,0.0029673,0.0012328,0.0002493,1.55e-05,4.27e-05
299.888,0.0570939,0.0459297,0.0373832,0.0283231,0.0207839,0.0147964,0.0096511,0.0057009,0.0030075,0.0012562,0.000258,1.53e-05,4.3e-05
300.501,0.0572368,0.0460655,0.0375239,0.0284516,0.0208949,0.0149016,0.0097358,0.0057611,0.0030478,0.0012796,0.0002668,1.5e-05,4.34e-05
301.114,0.0573797,0.0462014,0.0376647,0.02858,0.0210059,0.0150068,0.0098205,0.0058213,0.0030934,0.001303,0.0002755,1.48e-05,4.37e-05
301.728,0.0575226,0.0463372,0.0378054,0.0287085,0.0211171,0.015112,0.0099051,0.0058816,0.0031435,0.0013264,0.0002854,1.45e-05,4.4e-05
302.341,0.0576654,0.0464731,0.0379462,0.0288369,0.0212283,0.0152172,0.0099898,0.0059418,0.0031937,0.0013498,0.0003039,1.43e-05,4.43e-05
302.954,0.0578083,0.0466089,0.0380869,0.0289654,0.0213395,0.0153223,0.0100745,0.006002,0.0032438,0.0013732,0.0003225,1.4e-05,4.47e-05
303.567,0.0579512,0.0467448,0.0382277,0.0290938,0.0214506,0.0154275,0.0101592,0.0060623,0.003294,0.0013966,0.000341,2.03e-05,4.5e-05
304.18,0.0580941,0.0468806,0.0383685,0.0292223,0.0215618,0.0155327,0.0102439,0.0061233,0.0033442,0.00142,0.0003596,2.8e-05,4.53e-05
304.793,0.0582369,0.0470165,0.0385092,0.0293507,0.021673,0.0156379,0.0103285,0.0061946,0.0033943,0.0014434,0.0003781,3.57e-05,4.57e-05
305.406,0.0583798,0.0471523,0.03865,0.0294792,0.0217842,0.0157431,0.0104132,0.0062659,0.0034445,0.0014668,0.0003967,4.34e-05,4.6e-05
306.019,0.0585227,0.0472881,0.0387907,0.0296076,0.0218954,0.0158483,0.0104979,0.0063371,0.0034946,0.0014902,0.0004152,5.11e-05,4.63e-05
306.632,0.0586656,0.047424,0.0389315,0.0297361,0.0220066,0.0159535,0.0105826,0.0064084,0.0035448,0.0015136,0.0004338,5.88e-05,4.66e-05
307.245,0.0588084,0.0475598,0.0390722,0.0298645,0.0221178,0.0160587,0.0106673,0.0064797,0.003595,0.001537,0.0004523,6.65e-05,4.7e-05
307.858,0.0589513,0.0476957,0.039213,0.029993,0.022229,0.0161646,0.0107519,0.006551,0.0036451,0.0015699,0.0004709,7.42e-05,4.73e-05
308.472,0.0590942,0.0478315,0.0393537,0.0301214,0.0223401,0.0162717,0.0108366,0.0066223,0.0036953,0.0016039,0.0004894,8.19e-05,4.76e-05
309.085,0.059237,0.0479674,0.0394945,0.0302499,0.0224513,0.0163788,0.0109213,0.0066936,0.0037454,0.0016379,0.000508,8.96e-05,4.8e-05
309.698,0.0593799,0.0481032,0.0396353,0.0303783,0.0225625,0.0164859,0.0110107,0.0067648,0.0037956,0.0016719,0.0005265,9.73e-05,4.83e-05
310.311,0.0595228,0.0482391,0.039776,0.0305068,0.0226737,0.0165931,0.0111051,0.0068361,0.0038457,0.0017059,0.0005451,0.000105,4.86e-05
310.924,0.0596657,0.0483749,0.0399168,0.0306352,0.0227849,0.0167002,0.0111996,0.0069074,0.0038959,0.0017399,0.0005636,0.0001127,4.89e-05
311.537,0.0598085,0.0485108,0.0400575,0.0307637,0.0228961,0.0168073,0.011294,0.0069787,0.0039461,0.0017738,0.0005822,0.0001204,4.93e-05
312.15,0.0599514,0.0486466,0.0401983,0.0308887,0.0230073,0.0169144,0.0113884,0.00705,0.0039962,0.0018078,0.0006007,0.0001281,4.96e-05
312.763,0.0600943,0.0487824,0.040339,0.0310121,0.0231184,0.0170215,0.0114828,0.0071213,0.0040464,0.0018418,0.0006193,0.0001358,4.99e-05
313.376,0.0602372,0.0489183,0.0404798,0.0311356,0.0232296,0.0171287,0.0115773,0.0071925,0.0040965,0.0018758,0.0006378,0.0001435,5.03e-05
313.989,0.06038,0.0490541,0.0406205,0.0312591,0.0233408,0.0172358,0.0116717,0.0072638,0.0041467,0.0019098,0.0006564,0.0001512,5.06e-05
314.602,0.0605229,0.04919,0.0407613,0.0313825,0.023452,0.0173429,0.0117661,0.0073351,0.0041969,0.0019438,0.0006749,0.0001589,5.09e-05
315.215,0.0606658,0.0493258,0.040902,0.031506,0.0235632,0.01745,0.0118605,0.0074064,0.004247,0.0019778,0.0006935,0.0001666,5.12e-05
315.829,0.0608086,0.0494617,0.0410428,0.0316294,0.0236749,0.0175571,0.011955,0.0074777,0.0042972,0.0020118,0.000712,0.0001743,5.16e-05
316.442,0.0609515,0.0495975,0.0411836,0.0317529,0.0237934,0.0176642,0.0120494,0.007549,0.0043473,0.0020458,0.0007306,0.000182,5.19e-05
317.055,0.0610944,0.0497334,0.0413243,0.0318764,0.023912,0.0177714,0.0121438,0.0076203,0.0043975,0.0020798,0.0007491,0.0001897,5.22e-05
317.668,0.0612373,0.0498692,0.0414651,0.0319998,0.0240306,0.0178785,0.0122383,0.0076915,0.0044564,0.0021138,0.0007677,0.0001974,5.26e-05
318.281,0.0613801,0.050005,0.0416058,0.0321233,0.0241492,0.0179856,0.0123327,0.0077628,0.0045187,0.0021477,0.0007862,0.0002051,5.29e-05
318.894,0.061523,0.0501409,0.0417466,0.0322468,0.0242678,0.0180927,0.0124271,0.0078341,0.004581,0.0021817,0.0008048,0.0002128,5.32e-05
319.507,0.0616659,0.0502767,0.0418873,0.0323702,0.0243863,0.0181998,0.0125215,0.0079099,0.0046432,0.0022157,0.0008233,0.0002205,5.35e-05
320.12,0.0618088,0.0504126,0.0420281,0.0324937,0.0245049,0.018307,0.012616,0.0079896,0.0047055,0.0022497,0.0008419,0.0002282,5.39e-05
320.733,0.0619516,0.0505484,0.0421688,0.0326171,0.0246235,0.0184141,0.0127104,0.0080694,0.0047678,0.0022837,0.0008604,0.0002359,5.42e-05
321.346,0.0620945,0.0506843,0.0423096,0.0327406,0.0247421,0.0185212,0.0128048,0.0081491,0.0048301,0.0023177,0.0008828,0.0002436,5.45e-05
321.959,0.0622374,0.0508201,0.0424504,0.0328641,0.0248606,0.0186282,0.0129002,0.0082289,0.0048924,0.0023533,0.0009066,0.0002513,5.49e-05
322.572,0.0623803,0.050956,0.0425911,0.0329875,0.0249792,0.018735,0.0129963,0.0083086,0.0049547,0.0023977,0.0009304,0.000259,5.52e-05
323.186,0.0625231,0.0510918,0.0427319,0.033111,0.0250978,0.0188417,0.0130925,0.0083884,0.0050169,0.0024421,0.0009541,0.0002667,5.55e-05
323.799,0.062666,0.0512276,0.0428726,0.0332345,0.0252164,0.0189485,0.0131886,0.0084681,0.0050792,0.0024865,0.0009779,0.0002744,5.59e-05
324.412,0.0628089,0.0513635,0.0430134,0.0333579,0.025335,0.0190552,0.0132848,0.0085478,0.0051415,0.0025309,0.0010017,0.0002821,5.62e-05
325.025,0.0629517,0.0514993,0.0431541,0.0334814,0.0254535,0.019162,0.013381,0.0086276,0.0052038,0.0025753,0.0010255,0.0002898,5.65e-05
325.638,0.0630946,0.0516352,0.0432949,0.0336048,0.0255721,0.0192688,0.0134771,0.0087073,0.0052661,0.0026197,0.0010493,0.0002975,5.68e-05
326.251,0.0632375,0.051771,0.0434356,0.0337283,0.0256907,0.0193755,0.0135733,0.0087871,0.0053284,0.0026641,0.001073,0.0003052,5.85e-05
326.864,0.0633804,0.0519069,0.0435764,0.0338518,0.0258093,0.0194823,0.0136694,0.0088668,0.0053906,0.0027085,0.0010968,0.0003129,6.28e-05
327.477,0.0635232,0.0520427,0.0437172,0.0339752,0.0259279,0.019589,0.0137656,0.0089466,0.0054529,0.0027529,0.0011206,0.0003206,6.7e-05
328.09,0.0636661,0.0521786,0.0438579,0.0340987,0.0260464,0.0196958,0.0138617,0.0090263,0.0055152,0.0027973,0.0011444,0.0003313,7.12e-05
328.703,0.063809,0.0523144,0.0439987,0.0342221,0.026165,0.0198026,0.0139579,0.009106,0.0055775,0.0028417,0.0011682,0.0003495,7.54e-05
329.316,0.0639519,0.0524502,0.0441394,0.0343456,0.0262836,0.0199093,0.0140541,0.0091858,0.0056398,0.0028861,0.0011919,0.0003677,7.97e-05
329.93,0.0640947,0.0525861,0.0442802,0.0344691,0.0264022,0.0200161,0.0141502,0.0092655,0.0057021,0.0029305,0.0012157,0.0003859,8.39e-05
330.543,0.0642376,0.0527219,0.0444209,0.0345925,0.0265207,0.0201228,0.0142464,0.0093453,0.0057643,0.0029749,0.0012395,0.0004041,8.81e-05
331.156,0.0643805,0.0528578,0.0445617,0.034716,0.0266393,0.0202296,0.0143425,0.009425,0.0058266,0.0030193,0.0012633,0.0004223,9.23e-05
331.769,0.0645234,0.0529936,0.0447024,0.0348395,0.0267554,0.0203364,0.0144387,0.0095048,0.0058889,0.0030637,0.0012871,0.0004405,9.65e-05
332.382,0.0646662,0.0531295,0.0448432,0.0349629,0.0268704,0.0204431,0.0145349,0.0095845,0.0059525,0.0031081,0.0013108,0.0004587,0.0001008
332.995,0.0648091,0.0532653,0.0449839,0.0350864,0.0269855,0.0205499,0.014631,0.0096642,0.0060162,0.0031525,0.0013346,0.0004769,0.000105
333.608,0.064952,0.0534012,0.0451247,0.0352098,0.0271005,0.0206566,0.0147272,0.009744,0.0060798,0.0031969,0.0013584,0.0004951,0.0001092
334.221,0.0650948,0.053537,0.0452655,0.0353333,0.0272156,0.0207634,0.0148233,0.0098237,0.0061435,0.0032413,0.0013822,0.0005133,0.0001134
334.834,0.0652377,0.0536728,0.0454062,0.0354568,0.0273306,0.0208702,0.0149195,0.0099065,0.0062072,0.0032857,0.001406,0.0005315,0.0001177
335.447,0.0653806,0.0538087,0.045547,0.0355802,0.0274457,0.0209775,0.0150156,0.01,0.0062708,0.0033302,0.0014297,0.0005497,0.0001219
336.06,0.0655235,0.0539445,0.0456877,0.0357037,0.0275607,0.0210965,0.0151118,0.0100935,0.0063345,0.0033799,0.0014559,0.0005679,0.0001261
336.673,0.0656663,0.0540804,0.0458285,0.0358272,0.0276758,0.0212156,0.0152111,0.0101871,0.0063982,0.0034301,0.0014896,0.0005861,0.0001303
337.287,0.0658092,0.0542162,0.0459692,0.0359506,0.0277909,0.0213346,0.0153116,0.0102806,0.0064618,0.0034802,0.0015233,0.0006043,0.0001345
337.9,0.0659521,0.0543521,0.04611,0.0360741,0.0279059,0.0214537,0.015412,0.0103741,0.0065255,0.0035304,0.001557,0.0006225,0.0001388
338.513,0.066095,0.0544879,0.0462507,0.0361975,0.028021,0.0215728,0.0155124,0.0104676,0.0065892,0.0035805,0.0015907,0.0006407,0.000143
339.126,0.0662378,0.0546238,0.0463915,0.036321,0.028136,0.0216918,0.0156129,0.0105612,0.0066528,0.0036307,0.0016244,0.0006589,0.0001472
339.739,0.0663807,0.0547596,0.0465323,0.0364445,0.0282511,0.0218109,0.0157133,0.0106547,0.0067165,0.0036809,0.0016581,0.0006772,0.0001514
340.352,0.0665236,0.0548954,0.046673,0.0365679,0.0283661,0.0219299,0.0158138,0.0107482,0.0067802,0.003731,0.0016918,0.0006954,0.0001557
340.965,0.0666665,0.0550313,0.0468138,0.0366914,0.0284812,0.022049,0.0159142,0.0108417,0.0068438,0.0037812,0.0017255,0.0007136,0.0001599
341.578,0.0668093,0.0551671,0.0469545,0.0368148,0.0285962,0.0221681,0.0160147,0.0109353,0.0069075,0.0038313,0.0017592,0.0007318,0.0001641
342.191,0.0669522,0.055303,0.0470953,0.0369383,0.0287113,0.0222871,0.0161151,0.0110288,0.0069712,0.0038815,0.0017929,0.00075,0.0001683
342.804,0.0670951,0.0554388,0.047236,0.0370618,0.0288263,0.0224062,0.0162155,0.0111223,0.0070348,0.0039316,0.0018266,0.0007682,0.0001726
343.417,0.0672379,0.0555747,0.0473768,0.0371852,0.0289414,0.0225252,0.016316,0.0112159,0.0070985,0.0039818,0.0018603,0.0007864,0.0001768
344.03,0.0673808,0.0557105,0.0475175,0.0373087,0.0290564,0.0226443,0.0164164,0.0113094,0.0071622,0.0040319,0.001894,0.0008046,0.000181
344.644,0.0675237,0.0558464,0.0476583,0.0374322,0.0291715,0.0227634,0.0165169,0.0114029,0.0072258,0.0040821,0.0019277,0.0008228,0.0001852
345.257,0.0676666,0.0559822,0.047799,0.0375556,0.0292865,0.0228824,0.0166173,0.0114964,0.0072895,0.0041322,0.0019614,0.000841,0.0001894
345.87,0.0678094,0.056118,0.0479398,0.0376791,0.0294016,0.0230015,0.0167178,0.01159,0.0073532,0.0041824,0.0019951,0.0008592,0.0001937
346.483,0.0679523,0.0562539,0.0480806,0.0378025,0.0295166,0.0231205,0.0168182,0.0116835,0.0074168,0.0042325,0.0020288,0.0008774,0.0001979
347.096,0.0680952,0.0563897,0.0482213,0.037926,0.0296317,0.0232396,0.0169187,0.011777,0.0074805,0.0042827,0.0020625,0.0008956,0.0002021
347.709,0.0682381,0.0565256,0.0483621,0.0380495,0.0297468,0.0233586,0.0170191,0.0118705,0.0075442,0.0043328,0.0020962,0.0009138,0.0002063
348.322,0.0683809,0.0566614,0.0485028,0.0381729,0.0298618,0.0234775,0.0171195,0.0119641,0.0076217,0.004383,0.0021299,0.000932,0.0002106
348.935,0.0685238,0.0567973,0.0486436,0.0382964,0.0299769,0.0235964,0.01722,0.0120567,0.0077009,0.0044351,0.0021636,0.0009502,0.0002148
349.548,0.0686667,0.0569331,0.0487843,0.0384199,0.0300919,0.0237153,0.0173204,0.0121454,0.0077801,0.0044895,0.0021973,0.0009747,0.000219
350.161,0.0688095,0.057069,0.0489251,0.0385433,0.030207,0.0238342,0.0174209,0.0122341,0.0078594,0.0045438,0.002231,0.0010004,0.0002232
350.774,0.0689524,0.0572048,0.0490658,0.0386668,0.030322,0.0239531,0.0175213,0.0123228,0.0079386,0.0045981,0.0022647,0.0010261,0.0002274
351.388,0.0690953,0.0573406,0.0492066,0.0387902,0.0304371,0.024072,0.0176238,0.0124115,0.0080178,0.0046525,0.0022984,0.0010518,0.0002317
352.001,0.0692382,0.0574765,0.0493474,0.0389137,0.0305521,0.0241909,0.0177365,0.0125002,0.008097,0.0047068,0.0023393,0.0010775,0.0002389
352.614,0.069381,0.0576123,0.0494881,0.0390372,0.0306672,0.0243098,0.0178491,0.0125889,0.0081763,0.0047612,0.0023805,0.0011032,0.000254
353.227,0.0695239,0.0577482,0.0496289,0.0391606,0.0307822,0.0244287,0.0179618,0.0126776,0.0082555,0.0048155,0.0024217,0.0011289,0.0002691
353.84,0.0696668,0.057884,0.0497696,0.0392841,0.0308973,0.0245476,0.0180745,0.0127663,0.0083347,0.0048698,0.0024629,0.0011546,0.0002842
354.453,0.0698097,0.0580199,0.0499104,0.0394075,0.0310123,0.0246665,0.0181871,0.012855,0.008414,0.0049242,0.0025041,0.0011803,0.0002993
355.066,0.0699525,0.0581557,0.0500511,0.039531,0.0311274,0.0247854,0.0182998,0.0129437,0.0084932,0.0049785,0.0025453,0.001206,0.0003144
355.679,0.0700954,0.0582916,0.0501919,0.0396545,0.0312424,0.0249043,0.0184125,0.0130324,0.0085724,0.0050329,0.0025865,0.0012317,0.0003295
356.292,0.0702383,0.0584274,0.0503326,0.0397779,0.0313575,0.0250232,0.0185251,0.0131211,0.0086517,0.0050872,0.0026277,0.0012574,0.0003446
356.905,0.0703812,0.0585632,0.0504734,0.0399014,0.0314726,0.0251421,0.0186378,0.0132098,0.0087309,0.0051415,0.0026689,0.0012831,0.0003597
357.518,0.070524,0.0586991,0.0506142,0.0400249,0.0315876,0.025261,0.0187504,0.0132985,0.0088101,0.0051959,0.0027101,0.0013088,0.0003748
358.131,0.0706669,0.0588349,0.0507549,0.0401483,0.0317027,0.0253799,0.0188631,0.0133872,0.0088894,0.0052502,0.0027513,0.0013345,0.00039
358.745,0.0708098,0.0589708,0.0508957,0.0402718,0.0318177,0.0254988,0.0189758,0.0134759,0.0089686,0.0053045,0.0027925,0.0013602,0.0004051
359.358,0.0709526,0.0591066,0.0510364,0.0403952,0.0319328,0.0256177,0.0190884,0.0135646,0.0090478,0.0053589,0.0028337,0.0013859,0.0004202
359.971,0.0710955,0.0592425,0.0511772,0.0405187,0.0320478,0.0257366,0.0192011,0.0136533,0.009127,0.0054132,0.0028749,0.0014116,0.0004353
360.584,0.0712384,0.0593783,0.0513179,0.0406422,0.0321629,0.0258555,0.0193138,0.013742,0.0092063,0.0054676,0.0029161,0.0014373,0.0004504
361.197,0.0713813,0.0595142,0.0514587,0.0407656,0.0322779,0.0259744,0.0194264,0.0138307,0.0092855,0.0055219,0.0029573,0.001463,0.0004655
361.81,0.0715241,0.05965,0.0515994,0.0408891,0.032393,0.0260933,0.0195391,0.0139195,0.0093647,0.0055764,0.0029985,0.0014887,0.0004806
362.423,0.071667,0.0597858,0.0517402,0.0410126,0.032508,0.0262122,0.0196518,0.0140082,0.0094445,0.0056389,0.0030397,0.0015144,0.0004957
363.036,0.0718099,0.0599217,0.0518809,0.041136,0.0326231,0.0263311,0.0197644,0.0141096,0.0095283,0.0057015,0.0030809,0.0015401,0.0005108
363.649,0.0719528,0.0600575,0.0520217,0.0412595,0.0327381,0.02645,0.0198771,0.0142119,0.0096121,0.005764,0.0031221,0.0015658,0.0005259
364.262,0.0720956,0.0601934,0.0521625,0.0413829,0.0328532,0.0265689,0.0199897,0.0143142,0.0096959,0.0058266,0.0031632,0.0015915,0.000541
364.875,0.0722385,0.0603292,0.0523032,0.0415064,0.0329682,0.0266878,0.0200969,0.0144165,0.0097797,0.0058891,0.003204,0.0016172,0.0005561
365.488,0.0723814,0.0604651,0.052444,0.0416299,0.0330833,0.0268067,0.0202012,0.0145188,0.0098635,0.0059517,0.0032448,0.0016429,0.0005712
366.102,0.0725243,0.0606009,0.0525847,0.0417533,0.0331983,0.0269256,0.0203056,0.0146211,0.0099473,0.0060142,0.0032856,0.0016686,0.0005863
366.715,0.0726671,0.0607368,0.0527255,0.0418768,0.0333134,0.0270445,0.0204099,0.0147233,0.0100311,0.0060767,0.0033264,0.0016943,0.0006038
367.328,0.07281,0.0608726,0.0528662,0.0420003,0.0334285,0.0271634,0.0205143,0.0148256,0.0101149,0.0061393,0.0033672,0.00172,0.0006233
367.941,0.0729529,0.0610084,0.053007,0.0421237,0.0335435,0.0272823,0.0206186,0.0149279,0.0101988,0.0062018,0.003408,0.0017457,0.0006428
368.554,0.0730957,0.0611443,0.0531477,0.0422472,0.0336586,0.0274012,0.020723,0.0150302,0.0102826,0.0062644,0.0034487,0.001776,0.0006623
369.167,0.0732386,0.0612801,0.0532885,0.0423706,0.0337736,0.0275201,0.0208273,0.0151325,0.0103664,0.0063269,0.0034895,0.0018118,0.0006818
369.78,0.0733815,0.061416,0.0534293,0.0424941,0.0338887,0.027639,0.0209317,0.0152348,0.0104502,0.0063895,0.0035303,0.0018475,0.0007013
370.393,0.0735244,0.0615518,0.05357,0.0426176,0.0340037,0.0277579,0.021036,0.015337,0.010534,0.006452,0.0035711,0.0018833,0.0007208
371.006,0.0736672,0.0616877,0.0537108,0.042741,0.0341188,0.0278767,0.0211404,0.0154393,0.0106178,0.0065146,0.0036119,0.0019191,0.0007403
371.619,0.0738101,0.0618235,0.0538515,0.0428645,0.0342338,0.0279956,0.0212447,0.0155416,0.0107016,0.0065771,0.0036527,0.0019548,0.0007598
372.232,0.073953,0.0619594,0.0539923,0.0429879,0.0343489,0.0281145,0.0213491,0.0156439,0.0107854,0.0066397,0.0036935,0.0019906,0.0007793
372.846,0.0740959,0.0620952,0.054133,0.0431114,0.0344639,0.0282334,0.0214534,0.0157462,0.0108692,0.0067022,0.0037343,0.0020264,0.0007989
373.459,0.0742387,0.062231,0.0542738,0.0432349,0.034579,0.0283523,0.0215578,0.0158485,0.0109531,0.0067647,0.0037751,0.0020622,0.0008184
374.072,0.0743816,0.0623669,0.0544145,0.0433583,0.034694,0.0284712,0.0216621,0.0159507,0.0110369,0.0068273,0.0038158,0.0020979,0.0008379
374.685,0.0745245,0.0625027,0.0545553,0.0434818,0.0348091,0.0285901,0.0217665,0.016053,0.0111207,0.0068898,0.0038566,0.0021337,0.0008574
375.298,0.0746674,0.0626386,0.0546961,0.0436053,0.0349241,0.028709,0.0218708,0.0161553,0.0112045,0.0069524,0.0038974,0.0021695,0.0008769
375.911,0.0748102,0.0627744,0.0548368,0.0437287,0.0350392,0.0288279,0.0219752,0.0162576,0.0112883,0.0070165,0.0039382,0.0022052,0.0008964
376.524,0.0749531,0.0629103,0.0549776,0.0438522,0.0351543,0.0289468,0.0220795,0.0163599,0.0113725,0.0070811,0.003979,0.002241,0.0009159
377.137,0.075096,0.0630461,0.0551183,0.0439756,0.0352693,0.0290657,0.0221838,0.0164622,0.0114602,0.0071456,0.0040198,0.0022768,0.0009354
377.75,0.0752388,0.063182,0.0552591,0.0440991,0.0353844,0.0291846,0.0222882,0.0165598,0.0115479,0.0072102,0.0040606,0.0023126,0.0009549
378.363,0.0753817,0.0633178,0.0553998,0.0442226,0.0354994,0.0293035,0.0223925,0.0166497,0.0116356,0.0072747,0.0041014,0.0023483,0.0009744
378.976,0.0755246,0.0634536,0.0555406,0.044346,0.0356145,0.0294224,0.0224969,0.0167396,0.0117233,0.0073393,0.0041422,0.0023841,0.0009939
379.589,0.0756675,0.0635895,0.0556813,0.0444695,0.0357295,0.0295413,0.0226012,0.0168296,0.011811,0.0074038,0.0041831,0.0024199,0.0010134
380.203,0.0758103,0.0637253,0.0558221,0.044593,0.0358446,0.0296602,0.0227056,0.0169195,0.0118987,0.0074684,0.0042453,0.0024556,0.0010329
380.816,0.0759532,0.0638612,0.0559628,0.0447164,0.0359596,0.0297791,0.0228099,0.0170094,0.0119863,0.007533,0.0043075,0.0024914,0.0010524
381.429,0.0760961,0.063997,0.0561036,0.0448399,0.0360747,0.029898,0.0229143,0.0170993,0.012074,0.0075975,0.0043697,0.0025272,0.0010719
382.042,0.076239,0.0641329,0.0562444,0.0449633,0.0361897,0.0300169,0.0230186,0.0171892,0.0121617,0.0076621,0.0044318,0.002563,0.0010938
382.655,0.0763818,0.0642687,0.0563851,0.0450868,0.0363048,0.0301358,0.023123,0.0172792,0.0122494,0.0077266,0.004494,0.0025987,0.0011212
383.268,0.0765247,0.0644046,0.0565259,0.0452103,0.0364198,0.0302547,0.0232273,0.0173691,0.0123371,0.0077912,0.0045562,0.0026345,0.0011486
383.881,0.0766676,0.0645404,0.0566666,0.0453337,0.0365349,0.0303736,0.0233317,0.017459,0.0124248,0.0078557,0.0046183,0.0026703,0.0011761
384.494,0.0768104,0.0646762,0.0568074,0.0454572,0.0366499,0.0304925,0.023436,0.0175489,0.0125125,0.0079203,0.0046805,0.002706,0.0012035
385.107,0.0769533,0.0648121,0.0569481,0.0455806,0.036765,0.0306114,0.0235404,0.0176388,0.0126002,0.0079849,0.0047427,0.0027418,0.001231
385.72,0.0770962,0.0649479,0.0570889,0.0457041,0.03688,0.0307303,0.0236447,0.0177288,0.0126879,0.0080494,0.0048049,0.0027815,0.0012584
386.333,0.0772391,0.0650838,0.0572296,0.0458276,0.0369951,0.0308492,0.0237491,0.0178187,0.0127756,0.008114,0.004867,0.0028218,0.0012858
386.946,0.0773819,0.0652196,0.0573704,0.045951,0.0371102,0.0309681,0.0238534,0.0179086,0.0128633,0.0081785,0.0049292,0.002862,0.0013133
387.56,0.0775248,0.0653555,0.0575112,0.0460745,0.0372252,0.031087,0.0239577,0.0179985,0.012951,0.0082431,0.0049914,0.0029023,0.0013407
388.173,0.0776677,0.0654913,0.0576519,0.046198,0.0373403,0.0312059,0.0240621,0.0180884,0.0130387,0.0083076,0.0050535,0.0029425,0.0013681
388.786,0.0778106,0.0656272,0.0577927,0.0463214,0.0374553,0.0313248,0.0241664,0.0181784,0.0131264,0.0083722,0.0051157,0.0029827,0.0013956
389.399,0.0779534,0.065763,0.0579334,0.0464449,0.0375704,0.0314437,0.0242708,0.0182683,0.0132141,0.0084428,0.0051779,0.003023,0.001423
390.012,0.0780963,0.0658989,0.0580742,0.0465683,0.0376854,0.0315626,0.0243751,0.0183582,0.0133018,0.0085184,0.0052401,0.0030632,0.0014504
390.625,0.0782392,0.0660347,0.0582149,0.0466918,0.0378005,0.0316815,0.0244795,0.0184481,0.0133901,0.0085939,0.0053022,0.0031035,0.0014779
391.238,0.0783821,0.0661705,0.0583557,0.0468153,0.0379155,0.0318004,0.0245838,0.0185381,0.013486,0.0086695,0.0053644,0.0031437,0.0015053
