PlateVoltage,0V,-5V,-10V,-15V,-20V,-25V,-30V,-35V,-40V,-45V,-50V
260.24,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.01325,0.00419,0.00089
260.83,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.01362,0.00432,0.00097
261.42,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.014,0.00445,0.00105
262.02,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.01439,0.00459,0.00113
262.61,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.01478,0.00473,0.00122
263.2,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.01517,0.00487,0.0013
263.8,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.01557,0.00502,0.00139
264.39,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.01598,0.00518,0.00147
264.98,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.01639,0.00534,0.00156
265.58,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.0168,0.00551,0.00164
266.17,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.01723,0.00568,0.00173
266.76,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.01765,0.00586,0.00182
267.36,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.01809,0.00604,0.0019
267.95,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.01853,0.00623,0.00199
268.54,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.01897,0.00642,0.00208
269.14,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.01942,0.00662,0.00216
269.73,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.01988,0.00682,0.00225
270.32,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.02034,0.00702,0.00234
270.92,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.0208,0.00723,0.00243
271.51,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.02127,0.00745,0.00252
272.11,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.02174,0.00767,0.00261
272.7,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.02221,0.00789,0.0027
273.29,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.02269,0.00811,0.00279
273.89,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.02316,0.00833,0.00288
274.48,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.02364,0.00856,0.00298
275.07,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.02396,0.00879,0.00307
275.67,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.02396,0.00903,0.00317
276.26,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.02396,0.00926,0.00326
276.85,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.02396,0.0095,0.00336
277.45,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.02396,0.00973,0.00346
278.04,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.02396,0.00997,0.00355
278.63,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.02396,0.01011,0.00365
279.23,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.02396,0.01011,0.00375
279.82,0.11524,0.09918,0.08387,0.06989,0.05755,0.04894,0.03569,0.02662,0.02396,0.01011,0.00385
